,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
279,"Chronicle is able to trigger an alert based off suspicious system events that may indicate an adversary's attempt to check for the presence of security tools (e.g., Sysinternals).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/usage_of_sysinternals_tools.yaral",T1497,Virtualization/Sandbox Evasion,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
280,"Chronicle is able to trigger an alert based off suspicious  event IDs that indicate adversary's abuse of Windows system utilities to perform indirect command-line arguments or code execution. For example: malicious usage of bash.exe using Windows sub-system for Linux (e.g., WSL).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/lolbas_wsl_exe__via_cmdline.yaral",T1202,Indirect Command Execution,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
281,"Chronicle is able to trigger an alert based on suspicious events used by adversary's to establish persistence using Windows Management Instrumentation (WMI) command-line events (e.g. ""C:\\Windows\\System32\\wbem\\WmiPrvSE.exe"").

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/wmi_spawning_windows_powershell.yaral",T1546.003,Windows Management Instrumentation Event Subscription,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
282,This control may expose and detect malicious access of customer data and resources by compromised Google personnel accounts. The trusted relationship between Google personnel who administer and allow customers to host their workloads on the cloud may be abused by insider threats or compromise of Google.,T1199,Trusted Relationship,['https://cloud.google.com/cloud-provider-access-management/access-transparency/docs/overview'],"['Auditing', 'Access Management']",Access Transparency,Access Transparency,technique-scores,Detect,Minimal,,Access Transparency,,05/11/2022,05/11/2022,10,enterprise,gcp,
283,This control may expose and detect malicious access of data from cloud storage by compromised Google personnel accounts.,T1530,Data from Cloud Storage Object,['https://cloud.google.com/cloud-provider-access-management/access-transparency/docs/overview'],"['Auditing', 'Access Management']",Access Transparency,Access Transparency,technique-scores,Detect,Minimal,,Access Transparency,,05/11/2022,05/11/2022,10,enterprise,gcp,
284,"This control is able to mitigate malicious modification of any portion of the pre-os boot process through a combination of Secure Boot to verify signatures of firmware, Measured Boot to establish a known good boot baseline, and Integrity Monitoring to measure subsequent boots to previously established baselines. ",T1542,Pre-OS Boot,['https://cloud.google.com/compute/shielded-vm/docs/shielded-vm'],['Vulnerability Management'],Shielded VM,Shielded VM,technique-scores,Protect,Significant,,Shielded VM,,05/11/2022,05/11/2022,10,enterprise,gcp,
285,"This control is able to mitigate the use of rootkits that target any portion of the boot process, such as malicious modification of the Master Boot Record or UEFI. This control does not mitigate rootkits that exist in the kernel or userland.",T1014,Rootkit,['https://cloud.google.com/compute/shielded-vm/docs/shielded-vm'],['Vulnerability Management'],Shielded VM,Shielded VM,technique-scores,Protect,Partial,,Shielded VM,,05/11/2022,05/11/2022,10,enterprise,gcp,
286,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to block communication with known fallback channels by filtering based on known bad IP addresses and domains. This mapping is given a score of Partial because it only protects against known fallback channels and not channels yet to be identified.",T1008,Fallback Channels,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Partial,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
287,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to block adversaries from discovering endpoints behind the firewall. This mapping is given a score of Partial because it does not protect against discovering endpoints within the network and behind the firewall.",T1018,Remote System Discovery,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Partial,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
288,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to only allow remote services from trusted hosts (i.e., only allow remote access traffic from certain hosts). This mapping is given a score of Partial because even though it can restrict remote services traffic from untrusted hosts for most of the sub-techniques (5 of 6), it cannot protect against an adversary using a trusted host that is permitted to use remote services as part of an attack.",T1021,Remote Services,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Partial,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
289,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to block adversaries from accessing resources from which to exfiltrate data as well as prevent resources from communicating with known-bad IP addresses and domains that might be used to receive exfiltrated data. This mapping is given a score of Partial because the known-bad IP addresses and domains would need to be known in advance.",T1041,Exfiltration Over C2 Channel,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Partial,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
290,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to restrict access to the endpoints within the virtual private cloud and protect against network service scanning. This mapping is given a score of Partial because it only protects against network service scanning attacks that originate from outside the firewall and not from within network protected by the firewall.",T1046,Network Service Scanning,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Partial,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
291,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to block adversaries from accessing resources from which to exfiltrate data as well as prevent resources from communicating with known-bad IP addresses and domains that might be used to receive exfiltrated data. This mapping is given a score of Partial because the known-bad IP addresses and domains would need to be known in advance and AWS Network Firewall wouldn't have deep packet inspection visibility into encrypted non-C2 protocols.",T1048,Exfiltration Over Alternative Protocol,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Partial,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
292,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to block malicious or unwanted traffic leveraging application layer protocols. Given this supports all sub-techniques, the mapping is given a score of Significant.",T1071,Application Layer Protocol,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Significant,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
293,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to block traffic from known bad IP addresses and to known bad domains that serve as proxies for adversaries. This mapping is given a score of partial because it only supports a subset of the sub-techniques (2 of 4) and because it only blocks known bad IP addresses and domains and does not protect against unknown ones.",T1090,Proxy,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Partial,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
294,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to block malicious or unwanted traffic leveraging non-application layer protocols. Given this, the mapping is given a score of Significant.",T1095,Non-Application Layer Protocol,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Significant,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
295,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to block communication with known command and control channels by filtering based on known bad IP addresses and domains. This mapping is given a score of Partial because it only protects against known channels and not channels yet to be identified.",T1104,Multi-Stage Channels,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Partial,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
296,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to only allow certain remote services to be available. Furthermore, it can enforce restrictions such that remote services are only from trusted hosts (i.e., only allow remote access traffic from certain hosts). This mapping is given a score of Partial because while it can limit which external remote services and hosts can be used to access the network, it cannot protect against the misuse of legitimate external remote services (e.g., it cannot protect against an adversary using a trusted host that is permitted to use remote services as part of an attack).",T1133,External Remote Services,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Partial,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
297,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to block SMB and WebDAV traffic from exiting the network which can protect against adversaries from forcing authentication over SMB and WebDAV. This mapping is given a score of Significant because Google Cloud Firewalls can block this traffic or restrict where it can go to.",T1187,Forced Authentication,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Significant,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
298,"Google Cloud Firewalls can allow or deny traffic based on the traffic's protocol, destination ports, sources, and destinations. This functionality can be used to block traffic to unused ports from reaching hosts on the network which may help protect against traffic signaling from external systems. This mapping is given a score of partial because the Google Cloud Firewalls does not do anything to protect against traffic signaling among hosts within the network and behind the firewall.",T1205,Traffic Signaling,['https://cloud.google.com/firewalls'],"['Firewall', 'Logging', 'Network']",Firewalls,Firewalls,technique-scores,Protect,Partial,,Firewalls,,05/11/2022,05/11/2022,10,enterprise,gcp,
