,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,status,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
550,"The detection score for this group of sub-techniques is assessed as Minimal due to the accuracy component of the score. The registry keys which are modified as a result of these sub-techniques can change frequently or are too numerous to monitor and therefore can result in significant amount of false positives.
",T1546.010,AppInit DLLs,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,minimal,T1546,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
551,"The detection score for this group of sub-techniques is assessed as Minimal due to the accuracy component of the score. The registry keys which are modified as a result of these sub-techniques can change frequently or are too numerous to monitor and therefore can result in significant amount of false positives.
",T1546.015,Component Object Model Hijacking,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,minimal,T1546,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
552,,T1574,Hijack Execution Flow,['https://docs.microsoft.com/en-us/azure/security-center/security-center-file-integrity-monitoring'],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,minimal,,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
553,"This control may detect changes to the ld.so.preload file which may indicate an attempt to hijack execution flow. This sub-technique may also be utilized through an environment  variable which this control may not detect. This control at worst scans for changes on an  hourly basis.
",T1574.006,LD_PRELOAD,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,partial,T1574,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
554,,T1137,Office Application Startup,['https://docs.microsoft.com/en-us/azure/security-center/security-center-file-integrity-monitoring'],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,minimal,,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
555,"This control may detect changes to the Windows registry to establish persistence with the Office Test sub-technique. The specificity of registry keys involved may reduce the false positive rate. This control at worst scans for changes on an hourly basis.
",T1137.002,Office Test,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,partial,T1137,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
556,,T1548,Abuse Elevation Control Mechanism,['https://docs.microsoft.com/en-us/azure/security-center/security-center-file-integrity-monitoring'],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,minimal,,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
557,"Some UAC bypass methods rely on modifying specific, user-accessible Registry settings that can be monitored using this control.  Overall, there are numerous other bypass methods that do not result in Registry modification that this control will not be effective in detection resulting in a low detection coverage factor.",T1548.002,Bypass User Account Control,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,minimal,T1548,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
558,"This control may detect changes to the sudoers file which may indicate privilege  escalation. This control at worst scans for changes on an hourly basis.
",T1548.003,Sudo and Sudo Caching,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,partial,T1548,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
559,This control is effective for detecting the Registry and file system artifacts that are generated during the execution of some variations of this technique while minimizing false positives due to the locations being monitored changing infrequently (e.g. /etc/pam.d/).,T1556,Modify Authentication Process,['https://docs.microsoft.com/en-us/azure/security-center/security-center-file-integrity-monitoring'],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,partial,,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
560,The Registry key used to register a Password Filter DLL can be monitored for changes using this control providing substantial coverage of this sub-technique.  This key should not change often and therefore false positives should be minimal. This control at worst scans for changes on an hourly basis.,T1556.002,Password Filter DLL,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,partial,T1556,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
561,The PAM configuration and module paths (/etc/pam.d/) can be monitored for changes using this control.  The files in this path should not change often and therefore false positives should be minimal. This control at worst scans for changes on an hourly basis.,T1556.003,Pluggable Authentication Modules,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,partial,T1556,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
562,Most credential dumping operations do not require modifying resources that can be detected by this control (i.e. Registry and File system) and therefore its coverage is minimal.,T1003,OS Credential Dumping,['https://docs.microsoft.com/en-us/azure/security-center/security-center-file-integrity-monitoring'],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,minimal,,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
563,This control can be used to detect the Windows Security Support Provider (SSP) DLLs variation of this sub-technique by monitoring the Registry keys used to register these DLLs.  These keys should change infrequently and therefore false positives should be minimal. ,T1003.001,LSASS Memory,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,partial,T1003,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
564,,T1222,File and Directory Permissions Modification,['https://docs.microsoft.com/en-us/azure/security-center/security-center-file-integrity-monitoring'],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,partial,,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
565,This control can detect changes to the permissions of Windows and Linux files and can be used to detect modifications to sensitive directories and files that shouldn't  change frequently. This control at worst scans for changes on an hourly basis.,T1222.001,Windows File and Directory Permissions Modification,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,partial,T1222,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
566,This control can detect changes to the permissions of Windows and Linux files and can be used to detect modifications to sensitive directories and files that shouldn't  change frequently. This control at worst scans for changes on an hourly basis.,T1222.002,Linux and Mac File and Directory Permissions Modification,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,partial,T1222,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
567,"Due to low detection coverage, this technique is scored as minimal.",T1562,Impair Defenses,['https://docs.microsoft.com/en-us/azure/security-center/security-center-file-integrity-monitoring'],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,minimal,,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
568,"This control can be used to monitor Registry keys related to security software or event logging processes that can detect when an adversary attempts to disable these tools via modifying or deleting Registry keys.  A majority of the cited procedure examples for this sub-technique are related to killing security processes rather than modifying the Registry, and therefore the detection coverage for this control is low.",T1562.001,Disable or Modify Tools,[],File Integrity Monitoring,File Integrity Monitoring,technique_scores,detect,minimal,T1562,File Integrity Monitoring,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
